English-BattleFieldVN01-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN12-244  The U.S. Senate passed a bill banning combat operations...  ; xxx 
English-BattleFieldVN12-245  ...over Vietnam, Laos and Cambodia.  ; xxx 
English-BattleFieldVN12-246  In Hanoi the North's leaders decided that the first priority now...  ; xxx 
English-BattleFieldVN12-247  ...was to rebuild their battered forces.  ; xxx 
English-BattleFieldVN12-248  They would avoid big battles and instead try to regain important ground...  ; xxx 
English-BattleFieldVN12-249  ...with small attacks in areas where the enemy was weakest.  ; xxx 
English-BattleFieldVN12-250  At the same time, they would prepare for a future offensive on a gigantic scale.  ; xxx 
English-BattleFieldVN12-251  North Vietnamese commanders were determined that this campaign...  ; xxx 
English-BattleFieldVN12-252  ...should not suffer the supply holdups that plagued the 1972 invasion.  ; xxx 
English-BattleFieldVN12-253  In Laos, the Ho Chi Minh trail was modernized while engineers...  ; xxx 
English-BattleFieldVN12-254  ...began building a proper two lane inroad just inside South Vietnam.  ; xxx 
English-BattleFieldVN12-255  It would be able to take heavy trucks and tanks from the North...  ; xxx 
English-BattleFieldVN12-256  ...to within 70 miles of Saigon.  ; xxx 
English-BattleFieldVN12-257  Engineers also began laying 3,000 miles of fuel pipeline  ; xxx 
English-BattleFieldVN12-258  ...planned to run from the Demilitarized Zone to the Mekong Delta.  ; xxx 
English-BattleFieldVN12-259  CRISIS  ; xxx 
English-BattleFieldVN12-260  By the start of 1974 the North Vietnamese had rebuilt...  ; xxx 
English-BattleFieldVN12-261  ...their divisions in the South.  ; xxx 
English-BattleFieldVN12-262  As yet they were too weak to launch a full scale offensive...  ; xxx 
English-BattleFieldVN12-263  ...but they had won some territory in key areas.  ; xxx 
English-BattleFieldVN12-264  On the South Vietnamese side, government forces seemed to be holding up well...  ; xxx 
English-BattleFieldVN12-265  ...but in the country a crisis was looming.  ; xxx 
English-BattleFieldVN12-266  The withdrawal of American troops had already caused...  ; xxx 
English-BattleFieldVN12-267  ...severe economic problems in South Vietnam.  ; xxx 
English-BattleFieldVN12-268  The economy had relied on U.S. aid...  ; xxx 
English-BattleFieldVN12-269  ...but had been inflated out of all proportion by the American presence.  ; xxx 
English-BattleFieldVN12-270  Millions were unemployed.  ; xxx 
English-BattleFieldVN12-271  Then came a world oil crisis that quadrupled the price of fuel.  ; xxx 
English-BattleFieldVN12-272  The cost of living soared and political unrest shook Southern cities.  ; xxx 
English-BattleFieldVN12-273  At the same time, corruption in the government and the army reached new heights  ; xxx 
English-BattleFieldVN12-274  ...as Thieu cut the defense budget drastically.  ; xxx 
English-BattleFieldVN12-275  The effect on the armed forces was disastrous.  ; xxx 
English-BattleFieldVN12-276  Soldiers could no longer support their families as prices rose...  ; xxx 
English-BattleFieldVN12-277  ...and corrupt officers embezzled funds.  ; xxx 
English-BattleFieldVN12-278  Fuel shortages cut helicopter operations by 70%.  ; xxx 
English-BattleFieldVN12-279  A shortage of spare parts immobilized aircraft and vehicles.  ; xxx 
English-BattleFieldVN12-280  Ammunition was rationed.  ; xxx 
English-BattleFieldVN12-281  Steady cuts in American financial aid would add...  ; xxx 
English-BattleFieldVN12-282  ...to the overriding sense of decay.  ; xxx 
English-BattleFieldVN12-283  The American tap was being slowly turned off.  ; xxx 
English-BattleFieldVN12-284  At the same time as the Army's morale began to crumble  ; xxx 
English-BattleFieldVN12-285  ...political support for president Thieu started to evaporate.  ; xxx 
English-BattleFieldVN12-286  Religious groups ethnic, minorities, the press...  ; xxx 
English-BattleFieldVN12-287  ...and even some senior military officers came out against him.  ; xxx 
English-BattleFieldVN12-288  Then on August 9th 1974 Thieu also lost his most powerful backer.  ; xxx 
English-BattleFieldVN12-289  The Watergate scandal forced Richard Nixon to resign...  ; xxx 
English-BattleFieldVN12-290  ...as the President of the United States.  ; xxx 
English-BattleFieldVN12-291  STRATEGIC RAIDS  ; xxx 
English-BattleFieldVN12-292  The North Vietnamese Army used the spring and summer of 1974...  ; xxx 
English-BattleFieldVN12-293  ...to improve its position in South Vietnam.  ; xxx 
English-BattleFieldVN12-294  NVA commanders launched a series of strategic raids...  ; xxx 
English-BattleFieldVN12-295  ...to regain the initiative and seize key pieces of territory.  ; xxx 
English-BattleFieldVN12-296  In five months of fighting the North Vietnamese succeeded...  ; xxx 
English-BattleFieldVN12-297  ...in gaining most of the ground they wanted.  ; xxx 
English-BattleFieldVN12-298  Their troops also gained valuable combat experience.  ; xxx 
English-BattleFieldVN12-299  Meanwhile Northern leaders argued about the timetable for the main offensive.  ; xxx 
English-BattleFieldVN12-300  At the 21st plenum held in Hanoi in October 1973 they decided...  ; xxx 
English-BattleFieldVN12-301  ...to give priority to a military rather than a political offensive.  ; xxx 
English-BattleFieldVN12-302  While Giap remained chairman of the military committee  ; xxx 
English-BattleFieldVN12-303  the day to day running of the army went to Van Thien Dung.  ; xxx 
English-BattleFieldVN12-304  It was Dung who would plan and lead the final assault.  ; xxx 
English-BattleFieldVN12-305  They hoped that this offensive would bring...  ; xxx 
English-BattleFieldVN12-306  ...after 10 years of struggle the final victory.  ; xxx 
English-BattleFieldVN12-307  By December 1974, the North Vietnamese Army's main supply route...  ; xxx 
English-BattleFieldVN12-308  ...from the Demilitarized Zone to Loc Ninh was complete.  ; xxx 
English-BattleFieldVN12-309  The strategic raids had pushed the South Vietnamese Army towards the coast.  ; xxx 
English-BattleFieldVN12-310  Northern artillery now threatened several major cities.  ; xxx 
English-BattleFieldVN12-311  In the Saigon area Northern forces had gained ground...  ; xxx 
English-BattleFieldVN12-312  ...on three sides of the capital.  ; xxx 
English-BattleFieldVN12-313  The New North Vietnamese plan was to try and seize Dong Xoai  ; xxx 
English-BattleFieldVN12-314  ...a vital road junction controlling access to Saigon from the East.  ; xxx 
English-BattleFieldVN12-315  On December 26th 1974 the 7th NVA division captured Dong Xoai.  ; xxx 
English-BattleFieldVN12-316  Next came diversionary attacks to pin down South Vietnamese forces.  ; xxx 
English-BattleFieldVN12-317  Phuoc Long, an important provincian city was now threatened...  ; xxx 
English-BattleFieldVN12-318  by two NVA divisions...  ; xxx 
English-BattleFieldVN12-319  ...and two infantry regiments...  ; xxx 
English-BattleFieldVN12-320  ...backed by tanks and artillery.  ; xxx 
English-BattleFieldVN12-321  The North Vietnamese forces encircling Phuoc Long city...  ; xxx 
English-BattleFieldVN12-322  ...were more than 15,000 strong.  ; xxx 
English-BattleFieldVN12-323  Even after reinforcements had been flown into the city  ; xxx 
English-BattleFieldVN12-324  ...the South Vietnamese defenders could muster only 5,500 men.  ; xxx 
English-BattleFieldVN12-325  The Southern Air Force was short of serviceable planes...  ; xxx 
English-BattleFieldVN12-326  ...and faced by heavy anti aircraft defenses, it achieved almost nothing.  ; xxx 
English-BattleFieldVN12-327  By January 6th 1975 the North Vietnamese had overrun Phuoc Long city...  ; xxx 
English-BattleFieldVN12-328  ...and the surrounding province.  ; xxx 
English-BattleFieldVN12-329  The loss of Phuoc Long was a disaster for the South Vietnamese.  ; xxx 
English-BattleFieldVN12-330  Confidence in President Thieu fell to a new low.  ; xxx 
English-BattleFieldVN12-331  The skill and strength of the North Vietnamese divisions...  ; xxx 
English-BattleFieldVN12-332  ...had been a shocking revelation.  ; xxx 
English-BattleFieldVN12-333  Worst of all, the most blatant breach of the Paris treaty yet seen in Vietnam...  ; xxx 
English-BattleFieldVN12-334  ...had produced no reaction from the United States.  ; xxx 
English-BattleFieldVN12-335  OFFENSIVE  ; xxx 
English-BattleFieldVN12-336  To North Vietnamese leaders the latest battles were proof...  ; xxx 
English-BattleFieldVN12-337  ...that the Americans would not use their air power to defend South Vietnam.  ; xxx 
English-BattleFieldVN12-338  There was also good news from the Soviet Union:  ; xxx 
English-BattleFieldVN12-339  The promise of huge quantities of extra weapons and supplies.  ; xxx 
English-BattleFieldVN12-340  The Soviets were keen to increase their influence in the region...  ; xxx 
English-BattleFieldVN12-341  ...and believed they were backing a winner.  ; xxx 
English-BattleFieldVN12-342  Even though North Vietnam now had the support it needed...  ; xxx 
English-BattleFieldVN12-343  ...its leaders still meant to move cautiously.  ; xxx 
English-BattleFieldVN12-344  The General Tran Van Tra, the commander in charge of Southern forces...  ; xxx 
English-BattleFieldVN12-345  ...pushed for decisive action.  ; xxx 
English-BattleFieldVN12-346  Once more, he won agreement for a sizable attack...  ; xxx 
English-BattleFieldVN12-347  ...but not for a full scale campaign.  ; xxx 
English-BattleFieldVN12-348  South Vietnamese generals had long ago been given clear orders...  ; xxx 
English-BattleFieldVN12-349  ...about how they were to react to any Northern offensive.  ; xxx 
English-BattleFieldVN12-350  They were to hold on to every scrap of Southern territory...  ; xxx 
English-BattleFieldVN12-351  ...and its forces had been deployed for a defense on all fronts.  ; xxx 
English-BattleFieldVN12-352  On March 1st 1975 the attack planned by General Tran Van Tra...  ; xxx 
English-BattleFieldVN12-353  ...was unleashed in the central highlands.  ; xxx 
English-BattleFieldVN12-354  As ordered, government forces meant to stand and fight...  ; xxx 
English-BattleFieldVN12-355  but suddenly, President Thieu, the Southern leader, changed the plan completely.  ; xxx 
English-BattleFieldVN12-356  The new South Vietnamese strategy was to hold all of the country...  ; xxx 
English-BattleFieldVN12-357  ...below the town of Tuy Hoa.  ; xxx 
English-BattleFieldVN12-358  Areas previously held by the North Vietnamese would be retaken.  ; xxx 
English-BattleFieldVN12-359  Above Tuy Hoa, a series of defense lines would be created...  ; xxx 
English-BattleFieldVN12-360  North and West of Hue, Da Nang...  ; xxx 
English-BattleFieldVN12-361  ...Quang Ngai and Qui Nonh.  ; xxx 
English-BattleFieldVN12-362  If need be, the lines could be abandoned one after the other...  ; xxx 
English-BattleFieldVN12-363  ...in an orderly withdrawal, until a solid defense could be mounted.  ; xxx 
English-BattleFieldVN12-364  This latest North Vietnamese attack had begun with diversionary actions...  ; xxx 
English-BattleFieldVN12-365  ...against the strategic cities of Pleiku and Kontum.  ; xxx 
English-BattleFieldVN12-366  But the real target to capture was Ban Me Thout  ; xxx 
English-BattleFieldVN12-367  ...and the attack began on March 10th.  ; xxx 
English-BattleFieldVN12-368  The Southern 23rd division mounted a counterattack, but failed hopelessly...  ; xxx 
English-BattleFieldVN12-369  ...when South Vietnamese planes scored a direct hit...  ; xxx 
English-BattleFieldVN12-370  ...on their own divisional operations center, ending any organized defense.  ; xxx 
English-BattleFieldVN12-371  A new plan was then put into effect.  ; xxx 
English-BattleFieldVN12-372  South Vietnamese Army units in Kontum and Pleiku provinces were ordered...  ; xxx 
English-BattleFieldVN12-373  ...to withdraw to the coast and hold Tuy Hoa along route 7B.  ; xxx 
English-BattleFieldVN12-374  President Thieu's order to the South Vietnamese Army...  ; xxx 
English-BattleFieldVN12-375  ...to abandon the Central Highlands did not include...  ; xxx 
English-BattleFieldVN12-376  ...the regional military forces and the militia.  ; xxx 
English-BattleFieldVN12-377  As news leaked out, they and the civilian population panicked.  ; xxx 
English-BattleFieldVN12-378  What was supposed to be an orderly withdrawal...  ; xxx 
English-BattleFieldVN12-379  ...soon descended into complete chaos.  ; xxx 
English-BattleFieldVN12-380  Military units, their families and 400,000 fleeing civilians...  ; xxx 
English-BattleFieldVN12-381  ...jammed the primitive road.  ; xxx 
English-BattleFieldVN12-382  The 120 mile retreat down route 7B was a nightmare.  ; xxx 
English-BattleFieldVN12-383  North Vietnamese artillery shelled the column and NVA infantry blocked the road.  ; xxx 
English-BattleFieldVN12-384  Food and water ran out.  ; xxx 
English-BattleFieldVN12-385  A South Vietnamese Ranger battalion of 700 men...  ; xxx 
English-BattleFieldVN12-386  ...successfully cleared the NVA road blocks but was itself eventually wiped out.  ; xxx 
English-BattleFieldVN12-387  By the time the column reached the coast a third of the 60,000 troops...  ; xxx 
English-BattleFieldVN12-388  ...that had set out were dead or missing.  ; xxx 
English-BattleFieldVN12-389  Of 400,000 civilians a quarter had disappeared.  ; xxx 
